"Path","LegacyRoot","Title","Namespace","Role","System","Workspace","Type","Project","Domain","Status","Authority","SuggestedRole","SuggestedSystem","SuggestedWorkspace","SuggestedTarget","MigrationDisposition","Confidence","NeedsHumanReview","PathSensitiveReferenceCount","PathSensitiveKinds"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\doublecheck\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\doublecheck\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.doublecheck.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\doublecheck\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\doublecheck\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.doublecheck.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\edge-ai-tasks\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\edge-ai-tasks\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.edge-ai-tasks.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\edge-ai-tasks\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\edge-ai-tasks\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.edge-ai-tasks.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\ember\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\ember\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.ember.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\ember\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\ember\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.ember.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","7","path-qualified-markdown-link"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\external.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\external.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.external.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\eyeball\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\eyeball\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.eyeball.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\eyeball\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\eyeball\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.eyeball.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\fastah-ip-geo-tools\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\fastah-ip-geo-tools\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.fastah-ip-geo-tools.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\fastah-ip-geo-tools\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\fastah-ip-geo-tools\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.fastah-ip-geo-tools.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\feedback-themes\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\feedback-themes\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.feedback-themes.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\feedback-themes\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\feedback-themes\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.feedback-themes.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\flight-map-canvas\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\flight-map-canvas\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.flight-map-canvas.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\flight-map-canvas\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\flight-map-canvas\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.flight-map-canvas.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\flowstudio-power-automate\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\flowstudio-power-automate\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.flowstudio-power-automate.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\flowstudio-power-automate\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\flowstudio-power-automate\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.flowstudio-power-automate.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\frontend-web-dev\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\frontend-web-dev\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.frontend-web-dev.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\frontend-web-dev\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\frontend-web-dev\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.frontend-web-dev.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\gem-team\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\gem-team\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.gem-team.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\gem-team\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\gem-team\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.gem-team.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\gesture-review\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\gesture-review\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.gesture-review.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\gesture-review\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\gesture-review\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.gesture-review.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\go-mcp-development\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\go-mcp-development\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.go-mcp-development.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\go-mcp-development\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\go-mcp-development\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.go-mcp-development.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-development\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-development\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.java-development.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-development\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-development\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.java-development.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-mcp-development\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-mcp-development\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.java-mcp-development.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-mcp-development\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-mcp-development\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.java-mcp-development.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-modernization-studio\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-modernization-studio\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.java-modernization-studio.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-modernization-studio\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\java-modernization-studio\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.java-modernization-studio.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\kotlin-mcp-development\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\kotlin-mcp-development\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.kotlin-mcp-development.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\kotlin-mcp-development\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\kotlin-mcp-development\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.kotlin-mcp-development.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\mcp-m365-copilot\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\mcp-m365-copilot\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.mcp-m365-copilot.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\mcp-m365-copilot\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\mcp-m365-copilot\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.mcp-m365-copilot.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\napkin\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\napkin\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.napkin.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\napkin\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\napkin\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.napkin.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","5","path-qualified-markdown-link"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\noob-mode\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\noob-mode\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.noob-mode.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\noob-mode\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\noob-mode\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.noob-mode.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-csharp-dotnet\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-csharp-dotnet\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-csharp-dotnet.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-csharp-dotnet\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-csharp-dotnet\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-csharp-dotnet.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-go\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-go\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-go.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-go\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-go\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-go.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-java-spring-boot\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-java-spring-boot\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-java-spring-boot.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-java-spring-boot\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-java-spring-boot\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-java-spring-boot.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-nodejs-nestjs\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-nodejs-nestjs\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-nodejs-nestjs.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-nodejs-nestjs\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-nodejs-nestjs\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-nodejs-nestjs.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-python-fastapi\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-python-fastapi\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-python-fastapi.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
