"mirror_path","source_path","live_path","generated","source_sha256","live_sha256","live_exists","exact_match","primary_classification","deletion_candidate","reason"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\context7.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\context7.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\context7.agent.md","True","fdc4139376ff3b5dde385988d90b8995ca50cdee1d151e115dd9be8fa8eedd69","fdc4139376ff3b5dde385988d90b8995ca50cdee1d151e115dd9be8fa8eedd69","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\critical-thinking.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\critical-thinking.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\critical-thinking.agent.md","True","b3826697e4da8097beaa8d45b9e3f351dc16691dd48d73bd6f86040e255b2852","b3826697e4da8097beaa8d45b9e3f351dc16691dd48d73bd6f86040e255b2852","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\csharp-dotnet-janitor.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\csharp-dotnet-janitor.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\csharp-dotnet-janitor.agent.md","True","dafa512d4ef1c80224db534469bf6f96f7f42c9a43963ab2beac849d17e44e69","dafa512d4ef1c80224db534469bf6f96f7f42c9a43963ab2beac849d17e44e69","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\csharp-mcp-expert.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\csharp-mcp-expert.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\csharp-mcp-expert.agent.md","True","f1551695bd2015252a14901620debdbf51883de30a1af960c9a0f69b19f6423b","f1551695bd2015252a14901620debdbf51883de30a1af960c9a0f69b19f6423b","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\CSharpExpert.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\CSharpExpert.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\CSharpExpert.agent.md","True","7f14637b072c57f12f693465529c76057af2271059b74eb896eb8692d1bf6bda","7f14637b072c57f12f693465529c76057af2271059b74eb896eb8692d1bf6bda","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\custom-agent-foundry.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\custom-agent-foundry.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\custom-agent-foundry.agent.md","True","a44a820b88f00c8a57422f834fb3c82844f5995b28340f1892015db73f79a281","a44a820b88f00c8a57422f834fb3c82844f5995b28340f1892015db73f79a281","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\debian-linux-expert.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\debian-linux-expert.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\debian-linux-expert.agent.md","True","a0636e894c754abf97142c57935e8b3a8f859be600a337ddb2281b65a7ffa630","a0636e894c754abf97142c57935e8b3a8f859be600a337ddb2281b65a7ffa630","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\debug.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\debug.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\debug.agent.md","True","2ac23b322866f85b15918847b7989887df0f167aefdd815f7790214412b6ccdc","2ac23b322866f85b15918847b7989887df0f167aefdd815f7790214412b6ccdc","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\declarative-agents-architect.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\declarative-agents-architect.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\declarative-agents-architect.agent.md","True","87af78b9380d00b0d263355f47073c2d44c3e26fd94dc793e061108a8c847bbf","87af78b9380d00b0d263355f47073c2d44c3e26fd94dc793e061108a8c847bbf","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\defender-scout-kql.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\defender-scout-kql.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\defender-scout-kql.agent.md","True","9fd3be13e5b5a8334740be6868e7bb57cfa456e3cf3d052f33fe90514cf6e75a","9fd3be13e5b5a8334740be6868e7bb57cfa456e3cf3d052f33fe90514cf6e75a","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\delphi-expert.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\delphi-expert.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\delphi-expert.agent.md","True","d21b0c1b4fded2bc4f9454654fcebb2437645b51a0cf0440d6c6ecb3d417b951","d21b0c1b4fded2bc4f9454654fcebb2437645b51a0cf0440d6c6ecb3d417b951","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\demonstrate-understanding.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\demonstrate-understanding.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\demonstrate-understanding.agent.md","True","cdcc675e3482c8bbe60017f32be0b858e369598d1d1a635aa0d9a98486d192b8","cdcc675e3482c8bbe60017f32be0b858e369598d1d1a635aa0d9a98486d192b8","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\devils-advocate.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\devils-advocate.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\devils-advocate.agent.md","True","55737a37944b61f08ba13b5a7345f5b5c2cde91c7c77fd7510960d0a1937041a","55737a37944b61f08ba13b5a7345f5b5c2cde91c7c77fd7510960d0a1937041a","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\devops-expert.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\devops-expert.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\devops-expert.agent.md","True","63197c5250702760e79fb3ccb4e2b154b1a52b41ac62e7d45ae2def6eea23952","63197c5250702760e79fb3ccb4e2b154b1a52b41ac62e7d45ae2def6eea23952","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\devtools-regression-investigator.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\devtools-regression-investigator.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\devtools-regression-investigator.agent.md","True","3abbdc407b6a16d0df387ed1e4257668e5b031ddb9ebf870059df73b9c69e0fb","3abbdc407b6a16d0df387ed1e4257668e5b031ddb9ebf870059df73b9c69e0fb","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\diffblue-cover.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\diffblue-cover.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\diffblue-cover.agent.md","True","52cfa54cae231f158595989f0483461770150bfe5e4d9c31c45ab3ead2f6e389","52cfa54cae231f158595989f0483461770150bfe5e4d9c31c45ab3ead2f6e389","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-fullstack-mentor.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-fullstack-mentor.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-fullstack-mentor.agent.md","True","b5769722a9eafedddf6155e7d9612fc0326db2755a65cfb9a72f89016be90ffb","b5769722a9eafedddf6155e7d9612fc0326db2755a65cfb9a72f89016be90ffb","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-maui.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-maui.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-maui.agent.md","True","a44432530c5b59d0f55d00dfcd8173b5c83d97b04d2d2505f5f120a57d8d5e25","a44432530c5b59d0f55d00dfcd8173b5c83d97b04d2d2505f5f120a57d8d5e25","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-self-learning-architect.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-self-learning-architect.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-self-learning-architect.agent.md","True","adf946600cbf4cb3c28b64cce7f976f704f96f4d994325ddbc9e5f346bccd7a3","adf946600cbf4cb3c28b64cce7f976f704f96f4d994325ddbc9e5f346bccd7a3","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-upgrade.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-upgrade.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\dotnet-upgrade.agent.md","True","e6676056480fa990b65ff1c7f8dbbf86ff9f51a712bf330d7d459d9dea746772","e6676056480fa990b65ff1c7f8dbbf86ff9f51a712bf330d7d459d9dea746772","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\doublecheck.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\doublecheck.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\doublecheck.agent.md","True","8b1260e914f69add0abddc62fa482452a619f85359ec3ccee911959d0368b912","8b1260e914f69add0abddc62fa482452a619f85359ec3ccee911959d0368b912","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\droid.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\droid.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\droid.agent.md","True","a6aac08749eb0f405fff4d9e3a89e8db8252e2541740bcfce48b59c2066a6d96","a6aac08749eb0f405fff4d9e3a89e8db8252e2541740bcfce48b59c2066a6d96","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\drupal-expert.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\drupal-expert.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\drupal-expert.agent.md","True","a16af3d16d28e14ed358ee11e622cf770f739d1be345dafc9c0c383fc287455f","a16af3d16d28e14ed358ee11e622cf770f739d1be345dafc9c0c383fc287455f","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\dynatrace-expert.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\dynatrace-expert.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\dynatrace-expert.agent.md","True","e55691a703d9084d0afcbe03afe9b4fc4ff6289a9a3ff958b5b6216c0c4f87d9","e55691a703d9084d0afcbe03afe9b4fc4ff6289a9a3ff958b5b6216c0c4f87d9","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\elasticsearch-observability.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\elasticsearch-observability.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\elasticsearch-observability.agent.md","True","a8d2a0d2f549b6b34b7c5a2ad01507e4f4086d434bd0c65b897f323a5e3b3326","a8d2a0d2f549b6b34b7c5a2ad01507e4f4086d434bd0c65b897f323a5e3b3326","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\electron-angular-native.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\electron-angular-native.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\electron-angular-native.agent.md","True","61e624aa3aa3c6a3d1663e67b3824ca3ca828d48fc2c119c4d16add7c2ba4aa4","61e624aa3aa3c6a3d1663e67b3824ca3ca828d48fc2c119c4d16add7c2ba4aa4","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\ember.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\ember.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\ember.agent.md","True","da320ffd5b9297977faafbeed50a43151d9e5852af59d158797e76de1fe36f0c","da320ffd5b9297977faafbeed50a43151d9e5852af59d158797e76de1fe36f0c","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-cpp-software-engineer.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-cpp-software-engineer.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-cpp-software-engineer.agent.md","True","7e221bd4644fe3a7ea3ad2dc6b152bb868e02902329b4dcbe928ab545bdd2ea7","7e221bd4644fe3a7ea3ad2dc6b152bb868e02902329b4dcbe928ab545bdd2ea7","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-dotnet-software-engineer.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-dotnet-software-engineer.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-dotnet-software-engineer.agent.md","True","28a306e1a700abd0435f1fd6aef365341ac2519cc460f0c83a6f2a93332bf915","28a306e1a700abd0435f1fd6aef365341ac2519cc460f0c83a6f2a93332bf915","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-embedded-c-engineer.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-embedded-c-engineer.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-embedded-c-engineer.agent.md","True","2d9b3c37cbb3e8940e74f3fc80dc7fcc5b080575eb9ec48457f423be72cb67ba","2d9b3c37cbb3e8940e74f3fc80dc7fcc5b080575eb9ec48457f423be72cb67ba","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-nextjs-developer.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-nextjs-developer.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-nextjs-developer.agent.md","True","6549476b3c3be2a8ee830f10a9e1f92ff382634c77560d0bb199d306c60caf73","6549476b3c3be2a8ee830f10a9e1f92ff382634c77560d0bb199d306c60caf73","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-react-frontend-engineer.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-react-frontend-engineer.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\expert-react-frontend-engineer.agent.md","True","e2c4dd071889ecda11cfba30895e153d6cc10193caf125e683634828985159a8","e2c4dd071889ecda11cfba30895e153d6cc10193caf125e683634828985159a8","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\fedora-linux-expert.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\fedora-linux-expert.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\fedora-linux-expert.agent.md","True","f8c1c34019a2b67bf62048af7433e5e778ceca825e6ecdea9feb064c86fd46fd","f8c1c34019a2b67bf62048af7433e5e778ceca825e6ecdea9feb064c86fd46fd","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\frontend-performance-investigator.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\frontend-performance-investigator.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\frontend-performance-investigator.agent.md","True","fa370a3a79c6d22f96e230a15dc9f640bc879eecb2d238c8dc3e07a8b5e0e7cd","fa370a3a79c6d22f96e230a15dc9f640bc879eecb2d238c8dc3e07a8b5e0e7cd","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-browser-tester.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-browser-tester.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-browser-tester.agent.md","True","1933a3e3cc8f1f67c5e80501bcc4f1fc415cb53572f933b2a3a117d53e9f3cc8","1933a3e3cc8f1f67c5e80501bcc4f1fc415cb53572f933b2a3a117d53e9f3cc8","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-code-simplifier.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-code-simplifier.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-code-simplifier.agent.md","True","b6e09c69e339c72db8a764051c7afa80fd8fec14130706eb04b4ea6c927555d5","b6e09c69e339c72db8a764051c7afa80fd8fec14130706eb04b4ea6c927555d5","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-critic.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-critic.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-critic.agent.md","True","07ded09c2d35f0296253f31cfbb1ad4887aaa6b0a8635b7e310decc6b49b44b5","07ded09c2d35f0296253f31cfbb1ad4887aaa6b0a8635b7e310decc6b49b44b5","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-debugger.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-debugger.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-debugger.agent.md","True","762e6d7e1dfbb917dbda9e70b6e6435bd5c1e0b08b7b4b54c4ed47b9dd77fcd2","762e6d7e1dfbb917dbda9e70b6e6435bd5c1e0b08b7b4b54c4ed47b9dd77fcd2","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-designer-mobile.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-designer-mobile.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-designer-mobile.agent.md","True","a54c118aa138c0ed9da6684fc25df7cf09df5686dd3f3f94629992b68e4c9d90","a54c118aa138c0ed9da6684fc25df7cf09df5686dd3f3f94629992b68e4c9d90","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-designer.agent.md.md","The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-designer.agent.md","D:\_The Codependent Coding™ WebApp Architecture_\The Loaded Vibes™ Codex Plugin\.awesome\agents\gem-designer.agent.md","True","a512efb67b43816eb108104a2cf36369307e55033180e8cf6f3cd9de2a453112","a512efb67b43816eb108104a2cf36369307e55033180e8cf6f3cd9de2a453112","True","True","live-code duplicate","True","Generated mirror wrapper records the same SHA-256 as the current trusted source file."
